CODIGO_CALLE,TIPO_VIA,NOMBRE_CALLE,PRIMER_NUM_TRAMO,ULTIMO_NUM_TRAMO,BARRIO,COD_DISTRITO,NOM_DISTRITO
1775,PJE ,ALCALDE JOAQUIN ALONSO,1,7,VISTAFRANCA ,7,CARRETERA DE CADIZ
1775,PJE ,ALCALDE JOAQUIN ALONSO,2,18,VISTAFRANCA ,7,CARRETERA DE CADIZ
1792,CL,ALCALDE JOAQUIN QUILES,1,31,JARDIN DE MALAGA,3,CIUDAD JARDIN 
1792,CL,ALCALDE JOAQUIN QUILES,2,22,JARDIN DE MALAGA,3,CIUDAD JARDIN 
1799,CL,ALCALDE JOSE HERNANDEZ,1,3,CIUDAD JARD�N ,3,CIUDAD JARDIN 
1799,CL,ALCALDE JOSE HERNANDEZ,2,4,LOS CASINIS ,3,CIUDAD JARDIN 
1806,CL,ALCALDE JOSE LUIS ESTRADA ,1,13,FLORISOL,4,BAILEN-MIRAFLORES 
1806,CL,ALCALDE JOSE LUIS ESTRADA ,2,10,NUESTRA SE�ORA DE FATIMA,4,BAILEN-MIRAFLORES 
1806,CL,ALCALDE JOSE LUIS ESTRADA ,12,16,FLORISOL,4,BAILEN-MIRAFLORES 
1820,CL,ALCALDE JOSE MARIA CORONA ,1,13,LA LUZ,7,CARRETERA DE CADIZ
1820,CL,ALCALDE JOSE MARIA CORONA ,2,10,ARDIRA,7,CARRETERA DE CADIZ
1820,CL,ALCALDE JOSE MARIA CORONA ,12,12,LA LUZ,7,CARRETERA DE CADIZ
1848,CL,ALCALDE JOSE MARIA DE LLANOS,1,17,VISTAFRANCA ,7,CARRETERA DE CADIZ
1848,CL,ALCALDE JOSE MARIA DE LLANOS,2,16,VISTAFRANCA ,7,CARRETERA DE CADIZ
1876,CL,ALCALDE MADOLELL PEREA,1,7,HERRERA ORIA,3,CIUDAD JARDIN 
1876,CL,ALCALDE MADOLELL PEREA,2,8,SAGRADA FAMILIA ,3,CIUDAD JARDIN 
1904,CL,ALCALDE MARTIN GIL,1,5,COLONIA SANTA INES,11,TEATINOS-UNIVERSIDAD
1904,CL,ALCALDE MARTIN GIL,7,21,LOS MOLINOS ,11,TEATINOS-UNIVERSIDAD
1904,CL,ALCALDE MARTIN GIL,2,2,COLONIA SANTA INES,11,TEATINOS-UNIVERSIDAD
1904,CL,ALCALDE MARTIN GIL,4,8,LOS MOLINOS ,11,TEATINOS-UNIVERSIDAD
1932,CL,ALCALDE MORENO MICO ,1,11,IND ALCALDE DIAZ ZAFRA,6,CRUZ DE HUMILLADERO 
1932,CL,ALCALDE MORENO MICO ,2,2,SAN RAFAEL,6,CRUZ DE HUMILLADERO 
1932,CL,ALCALDE MORENO MICO ,4,6,IND ALCALDE DIAZ ZAFRA,6,CRUZ DE HUMILLADERO 
1960,CL,ALCALDE NARCISO BRIALES ,1,5,HERRERA ORIA,3,CIUDAD JARDIN 
1960,CL,ALCALDE NARCISO BRIALES ,2,8,HERRERA ORIA,3,CIUDAD JARDIN 
1988,CL,ALCALDE NICOLAS MAROTO,1,17,JARDIN DE MALAGA,3,CIUDAD JARDIN 
1988,CL,ALCALDE NICOLAS MAROTO,2,12,HACIENDA LOS MONTES ,3,CIUDAD JARDIN 
1988,CL,ALCALDE NICOLAS MAROTO,14,18,JARDIN DE MALAGA,3,CIUDAD JARDIN 
2026,PJE ,ALCALDE NICOLAS MAROTO,1,3,JARDIN DE MALAGA,3,CIUDAD JARDIN 
2026,PJE ,ALCALDE NICOLAS MAROTO,2,2,JARDIN DE MALAGA,3,CIUDAD JARDIN 
2016,CL,ALCALDE OROZCO POADA,1,15,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
2016,CL,ALCALDE OROZCO POADA,2,16,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
2044,CL,ALCALDE ORTEGA MU�OZ,1,7,HERRERA ORIA,3,CIUDAD JARDIN 
2044,CL,ALCALDE ORTEGA MU�OZ,2,10,HERRERA ORIA,3,CIUDAD JARDIN 
21533,AV,ALCALDE PEDRO APARICIO,1,3,PARQUE TECNOL�GICO,9,CAMPANILLAS 
21533,AV,ALCALDE PEDRO APARICIO,2,2,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
35686,CL,ALCALDE PEDRO LUIS ALONSO ,1,1,ENSANCHE CENTRO ,1,CENTRO
35686,CL,ALCALDE PEDRO LUIS ALONSO ,2,2,ENSANCHE CENTRO ,1,CENTRO
82665,JDIN,ALCALDE PEDRO LUIS ALONSO ,1,1,ENSANCHE CENTRO ,1,CENTRO
82665,JDIN,ALCALDE PEDRO LUIS ALONSO ,2,2,ENSANCHE CENTRO ,1,CENTRO
2107,CL,ALCALDE RAFAEL DE LA TORRE PUER ,1,1,720 VIVIENDAS ,5,PALMA-PALMILLA
2107,CL,ALCALDE RAFAEL DE LA TORRE PUER ,2,14,503 VIVIENDAS ,5,PALMA-PALMILLA
2114,CL,ALCALDE ROMERO RAGGIO ,1,19,DOS HERMANAS,7,CARRETERA DE CADIZ
2114,CL,ALCALDE ROMERO RAGGIO ,2,36,DOS HERMANAS,7,CARRETERA DE CADIZ
2128,CL,ALCALDE RONQUILLO ,1,31,ARROYO DE LOS ANGELES ,5,PALMA-PALMILLA
2128,CL,ALCALDE RONQUILLO ,2,36,ARROYO DE LOS ANGELES ,5,PALMA-PALMILLA
2156,CL,ALCALDE RUIZ DEL PORTAL ,1,9,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
2156,CL,ALCALDE RUIZ DEL PORTAL ,2,6,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
2184,CL,ALCALDE SEGALERVA SIERRA,1,19,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
2184,CL,ALCALDE SEGALERVA SIERRA,2,18,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
2198,CL,ALCALDE TOMAS DOMINGUEZ ,1,1,POL ALAMEDA ,6,CRUZ DE HUMILLADERO 
2198,CL,ALCALDE TOMAS DOMINGUEZ ,2,4,POL ALAMEDA ,6,CRUZ DE HUMILLADERO 
2212,CL,ALCANTARA ,1,3,CENTRO HISTORICO,1,CENTRO
2212,CL,ALCANTARA ,2,2,CENTRO HISTORICO,1,CENTRO
2219,CL,ALCAPARRON,1,79,CERRADO DE CALDERON ,2,ESTE
2219,CL,ALCAPARRON,2,74,CERRADO DE CALDERON ,2,ESTE
2226,CL,ALCARRIA,1,3,LOS TOMILLARES,10,PUERTO DE LA TORRE
2226,CL,ALCARRIA,2,6,LOS TOMILLARES,10,PUERTO DE LA TORRE
2240,CL,ALCAUCIN,1,25,LA PELUSA ,2,ESTE
2240,CL,ALCAUCIN,2,26,LA PELUSA ,2,ESTE
2268,CL,ALCAZABILLA ,1,15,CENTRO HISTORICO,1,CENTRO
2268,CL,ALCAZABILLA ,2,14,CENTRO HISTORICO,1,CENTRO
2282,CL,ALCUBILLA ,1,21,HAZA CARPINTERO ,3,CIUDAD JARDIN 
2282,CL,ALCUBILLA ,2,24,HAZA CARPINTERO ,3,CIUDAD JARDIN 
81521,DSMO,ALCUCERO EL ,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81521,DSMO,ALCUCERO EL ,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
2289,CL,ALDEBARAN ,1,5,CA�AVERAL ,10,PUERTO DE LA TORRE
2289,CL,ALDEBARAN ,2,6,CA�AVERAL ,10,PUERTO DE LA TORRE
2296,CL,ALDERETE,1,43,EL MOLINILLO,1,CENTRO
2296,CL,ALDERETE,2,44,EL MOLINILLO,1,CENTRO
2310,CL,ALDONZA LORENZO ,1,9,HUERTA NUEVA-PTO TORRE,10,PUERTO DE LA TORRE
2310,CL,ALDONZA LORENZO ,2,8,HUERTA NUEVA-PTO TORRE,10,PUERTO DE LA TORRE
21692,PQUE,ALEGRIA DE LA ,1,1,CIUDAD JARD�N ,3,CIUDAD JARDIN 
21692,PQUE,ALEGRIA DE LA ,2,2,CIUDAD JARD�N ,3,CIUDAD JARDIN 
2352,CL,ALEGRIAS,1,7,SANTA JULIA ,6,CRUZ DE HUMILLADERO 
2352,CL,ALEGRIAS,2,6,SANTA JULIA ,6,CRUZ DE HUMILLADERO 
2394,CL,ALEJANDRO CASONA,1,69,PARQ EMP GUADALHORCE,8,CHURRIANA 
2394,CL,ALEJANDRO CASONA,2,62,PARQ EMP GUADALHORCE,8,CHURRIANA 
35082,CL,ALEJANDRO DUMAS ,1,19,GUADALJAIRE ,7,CARRETERA DE CADIZ
35082,CL,ALEJANDRO DUMAS ,2,10,GUADALJAIRE ,7,CARRETERA DE CADIZ
35082,CL,ALEJANDRO DUMAS ,12,18,VIRGEN DE BELEN ,7,CARRETERA DE CADIZ
35082,CL,ALEJANDRO DUMAS ,20,24,GUADALJAIRE ,7,CARRETERA DE CADIZ
2402,CL,ALEJANDRO PUSKIN,1,5,LAS VIRREINAS ,5,PALMA-PALMILLA
2402,CL,ALEJANDRO PUSKIN,2,4,LAS VIRREINAS ,5,PALMA-PALMILLA
2396,CL,ALEJO CARPENTIER,1,27,EL CHAPARRAL,10,PUERTO DE LA TORRE
2396,CL,ALEJO CARPENTIER,2,34,EL CHAPARRAL,10,PUERTO DE LA TORRE
2408,CL,ALEMANIA,1,23,ENSANCHE CENTRO ,1,CENTRO
2408,CL,ALEMANIA,2,16,ENSANCHE CENTRO ,1,CENTRO
2415,CL,ALESANDRO VOLTA ,1,31,PARQUE TECNOL�GICO,9,CAMPANILLAS 
2415,CL,ALESANDRO VOLTA ,2,4,PARQUE TECNOL�GICO,9,CAMPANILLAS 
2436,CL,ALFAMBRA,1,9,SANTA MARTA ,6,CRUZ DE HUMILLADERO 
2436,CL,ALFAMBRA,2,8,SANTA MARTA ,6,CRUZ DE HUMILLADERO 
2464,CL,ALFARNATE ,1,43,TIRO DE PICHON,6,CRUZ DE HUMILLADERO 
2464,CL,ALFARNATE ,2,36,TIRO DE PICHON,6,CRUZ DE HUMILLADERO 
2492,CL,ALFARNATEJO ,1,35,PARQ EMP LA ESTRELLA,6,CRUZ DE HUMILLADERO 
2492,CL,ALFARNATEJO ,2,30,PARQ EMP LA ESTRELLA,6,CRUZ DE HUMILLADERO 
2492,CL,ALFARNATEJO ,32,34,PARQ EMP SAN LUIS ,6,CRUZ DE HUMILLADERO 
2520,CL,ALFEREZ ALFONSO MARIN ,1,7,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2520,CL,ALFEREZ ALFONSO MARIN ,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2548,CL,ALFEREZ ANGEL ROSADO,1,3,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2548,CL,ALFEREZ ANGEL ROSADO,2,6,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2576,CL,ALFEREZ BELTRAN MONCHON ,1,7,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2576,CL,ALFEREZ BELTRAN MONCHON ,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2604,CL,ALFEREZ DELGADO ALES,1,7,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2604,CL,ALFEREZ DELGADO ALES,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2632,CL,ALFEREZ GARCIA VALDECASAS ,1,7,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2632,CL,ALFEREZ GARCIA VALDECASAS ,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2660,CL,ALFEREZ GONZALEZ BERROCAL ,1,7,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2660,CL,ALFEREZ GONZALEZ BERROCAL ,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2688,CL,ALFEREZ HERMINIO BORDALLO ,1,5,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2688,CL,ALFEREZ HERMINIO BORDALLO ,2,2,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2716,CL,ALFEREZ HUELIN VALLEJO,1,7,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2716,CL,ALFEREZ HUELIN VALLEJO,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2744,CL,ALFEREZ LUIS ESCASSI,1,7,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2744,CL,ALFEREZ LUIS ESCASSI,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2772,CL,ALFEREZ ORTEGA LEDESMA,1,7,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2772,CL,ALFEREZ ORTEGA LEDESMA,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2800,CL,ALFEREZ PATRICIO GUTIERREZ,1,5,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2800,CL,ALFEREZ PATRICIO GUTIERREZ,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2828,CL,ALFEREZ SIMO CASTILLO ,1,7,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2828,CL,ALFEREZ SIMO CASTILLO ,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2856,CL,ALFEREZ YA�EZ JIMENEZ ,1,7,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2856,CL,ALFEREZ YA�EZ JIMENEZ ,2,8,HAZA CUEVAS ,6,CRUZ DE HUMILLADERO 
2863,PL,ALFONSO COMIN ,1,1,EL PALO ,2,ESTE
2863,PL,ALFONSO COMIN ,2,2,EL PALO ,2,ESTE
2877,CL,ALFONSO DE LA TORRE MARIN ,1,29,LAS ESPE�UELAS,8,CHURRIANA 
2877,CL,ALFONSO DE LA TORRE MARIN ,2,36,LAS ESPE�UELAS,8,CHURRIANA 
10556,CL,ALFONSO DE VALDES ,1,3,MARMOLES,6,CRUZ DE HUMILLADERO 
10556,CL,ALFONSO DE VALDES ,2,4,MARMOLES,6,CRUZ DE HUMILLADERO 
2870,CL,ALFONSO PE�A BOEUF,1,7,25 A�OS DE PAZ,7,CARRETERA DE CADIZ
2870,CL,ALFONSO PE�A BOEUF,2,8,25 A�OS DE PAZ,7,CARRETERA DE CADIZ
2873,CL,ALFONSO PONCE DE LEON ,1,7,CENTRO DE OCIO,8,CHURRIANA 
2873,CL,ALFONSO PONCE DE LEON ,2,6,CENTRO DE OCIO,8,CHURRIANA 
19524,CL,ALFONSO REYES ,1,5,PLAZA DE TOROS VIEJA,1,CENTRO
19524,CL,ALFONSO REYES ,2,8,PLAZA DE TOROS VIEJA,1,CENTRO
2884,PL,ALFONSO XII ,1,5,CRISTO DE LA EPIDEMIA ,1,CENTRO
2884,PL,ALFONSO XII ,2,6,CRISTO DE LA EPIDEMIA ,1,CENTRO
2892,CL,ALFREDO CATALANI,1,5,ALASKA,7,CARRETERA DE CADIZ
2892,CL,ALFREDO CATALANI,2,4,ALASKA,7,CARRETERA DE CADIZ
2898,CL,ALFREDO CORROCHANO,1,141,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
2898,CL,ALFREDO CORROCHANO,143,143,SAN JOSE DEL VISO ,6,CRUZ DE HUMILLADERO 
2898,CL,ALFREDO CORROCHANO,2,2,PARQ EMP EL VISO,6,CRUZ DE HUMILLADERO 
2901,CL,ALFREDO KRAUS ,1,1,CENTRO DE OCIO,8,CHURRIANA 
2901,CL,ALFREDO KRAUS ,2,2,CENTRO DE OCIO,8,CHURRIANA 
2905,CL,ALFREDO MARQUERIE ,1,9,EL TOMILLAR ,10,PUERTO DE LA TORRE
2905,CL,ALFREDO MARQUERIE ,2,10,EL TOMILLAR ,10,PUERTO DE LA TORRE
2912,CL,ALFREDO NOBEL ,1,7,ARROYO DEL CUARTO ,6,CRUZ DE HUMILLADERO 
2912,CL,ALFREDO NOBEL ,2,8,ARROYO DEL CUARTO ,6,CRUZ DE HUMILLADERO 
2954,CL,ALGABE�O EL ,1,3,NUEVO SAN ANDRES 1,7,CARRETERA DE CADIZ
2954,CL,ALGABE�O EL ,2,2,NUEVO SAN ANDRES 1,7,CARRETERA DE CADIZ
2968,CL,ALGARROBO ,1,41,LA PELUSA ,2,ESTE
2968,CL,ALGARROBO ,43,47,VIRGEN DE LAS ANGUSTIAS ,2,ESTE
2968,CL,ALGARROBO ,2,14,LA PELUSILLA,2,ESTE
2968,CL,ALGARROBO ,16,30,VIRGEN DE LAS ANGUSTIAS ,2,ESTE
2968,CL,ALGARROBO ,32,36,LA PELUSILLA,2,ESTE
2996,CL,ALGATOCIN ,1,19,PARQUE EMPRESARIAL AZUCARERA,7,CARRETERA DE CADIZ
2996,CL,ALGATOCIN ,2,16,PARQUE EMPRESARIAL AZUCARERA,7,CARRETERA DE CADIZ
3024,CL,ALGECIRAS ,1,37,LOURDES ,8,CHURRIANA 
3024,CL,ALGECIRAS ,2,44,LOURDES ,8,CHURRIANA 
63770,CL,ALHAMA,1,23,OLIAS ,2,ESTE
63770,CL,ALHAMA,2,26,OLIAS ,2,ESTE
43652,CL,ALHAURIN DE LA TORRE,1,33,GRANJA SUAREZ ,4,BAILEN-MIRAFLORES 
43652,CL,ALHAURIN DE LA TORRE,2,26,GRANJA SUAREZ ,4,BAILEN-MIRAFLORES 
3080,CL,ALHAURIN EL GRANDE,1,21,PORTADA ALTA,6,CRUZ DE HUMILLADERO 
3080,CL,ALHAURIN EL GRANDE,2,20,PORTADA ALTA,6,CRUZ DE HUMILLADERO 
3122,CL,ALHELI,1,7,SANTA ROSALIA ,9,CAMPANILLAS 
3122,CL,ALHELI,2,8,SANTA ROSALIA ,9,CAMPANILLAS 
3136,CL,ALHONDIGA ,1,5,CENTRO HISTORICO,1,CENTRO
3136,CL,ALHONDIGA ,2,6,CENTRO HISTORICO,1,CENTRO
3150,CL,ALHUCEMAS ,1,9,LAS DELICIAS,7,CARRETERA DE CADIZ
3150,CL,ALHUCEMAS ,2,10,LAS DELICIAS,7,CARRETERA DE CADIZ
74774,CL,ALICANTE,1,3,OLIAS ,2,ESTE
74774,CL,ALICANTE,2,8,OLIAS ,2,ESTE
3154,CL,ALICIA ALONSO ,1,1,CA�ADA DE LOS CARDOS,11,TEATINOS-UNIVERSIDAD
3154,CL,ALICIA ALONSO ,2,8,CA�ADA DE LOS CARDOS,11,TEATINOS-UNIVERSIDAD
3158,AV,ALICIA DE LARROCHA,1,17,FINCA EL PATO ,7,CARRETERA DE CADIZ
3158,AV,ALICIA DE LARROCHA,2,4,PALACIO DEPORTES,7,CARRETERA DE CADIZ
3158,AV,ALICIA DE LARROCHA,6,6,MINERVA ,7,CARRETERA DE CADIZ
3164,CL,ALISO ,1,17,SANTA AGUEDA,9,CAMPANILLAS 
3164,CL,ALISO ,2,2,SANTA AGUEDA,9,CAMPANILLAS 
3192,CL,ALJAIMA ,1,1,EL TARAJAL,9,CAMPANILLAS 
3192,CL,ALJAIMA ,2,76,EL TARAJAL,9,CAMPANILLAS 
3206,CL,ALJOFAINA ,1,5,EL PALO ,2,ESTE
3206,CL,ALJOFAINA ,2,8,EL PALO ,2,ESTE
21761,CRIL,ALLA ENFRENTE ,1,19,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21761,CRIL,ALLA ENFRENTE ,2,6,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82607,DSMO,ALLA ENFRENTE ,1,7,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82607,DSMO,ALLA ENFRENTE ,2,6,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
3213,CL,ALLAN POE ,1,47,SALINAS ,10,PUERTO DE LA TORRE
3213,CL,ALLAN POE ,2,32,SALINAS ,10,PUERTO DE LA TORRE
80252,DSMO,ALMACEN FABRICA ,1,1,LA PLATERA,2,ESTE
80252,DSMO,ALMACEN FABRICA ,2,2,FABRICA CEMENTO ,2,ESTE
3220,CL,ALMACENES ,1,5,CENTRO HISTORICO,1,CENTRO
3220,CL,ALMACENES ,2,2,CENTRO HISTORICO,1,CENTRO
3248,CL,ALMACHAR,1,29,PARQUE EMPRESARIAL AZUCARERA,7,CARRETERA DE CADIZ
3248,CL,ALMACHAR,2,6,PARQUE EMPRESARIAL AZUCARERA,7,CARRETERA DE CADIZ
3248,CL,ALMACHAR,8,10,LA AZUCARERA,7,CARRETERA DE CADIZ
3248,CL,ALMACHAR,12,28,PARQUE EMPRESARIAL AZUCARERA,7,CARRETERA DE CADIZ
3276,CL,ALMADRABAS,1,7,CAMPANILLAS ,9,CAMPANILLAS 
3276,CL,ALMADRABAS,2,10,CAMPANILLAS ,9,CAMPANILLAS 
3304,CL,ALMAGRO ,1,1,BARCENILLAS ,1,CENTRO
3304,CL,ALMAGRO ,2,2,BARCENILLAS ,1,CENTRO
3332,CL,ALMAGRO Y CARDENAS,1,81,EL PALO ,2,ESTE
3332,CL,ALMAGRO Y CARDENAS,2,88,EL PALO ,2,ESTE
3360,CL,ALMANSA ,1,11,PERCHEL NORTE ,1,CENTRO
3360,CL,ALMANSA ,2,16,PERCHEL NORTE ,1,CENTRO
3388,CL,ALMANZOR,1,7,SANTA MARTA ,6,CRUZ DE HUMILLADERO 
3388,CL,ALMANZOR,2,10,SANTA MARTA ,6,CRUZ DE HUMILLADERO 
3402,CL,ALMANZORA ,1,1,HAZA CARPINTERO ,3,CIUDAD JARDIN 
3402,CL,ALMANZORA ,2,22,HAZA CARPINTERO ,3,CIUDAD JARDIN 
3416,CL,ALMARGEN,1,51,TIRO DE PICHON,6,CRUZ DE HUMILLADERO 
3416,CL,ALMARGEN,2,36,TIRO DE PICHON,6,CRUZ DE HUMILLADERO 
3444,CL,ALMAYATE,1,3,MAQUEDA ,9,CAMPANILLAS 
3444,CL,ALMAYATE,2,10,MAQUEDA ,9,CAMPANILLAS 
3472,CL,ALMECINO,1,5,SANTA AGUEDA,9,CAMPANILLAS 
3472,CL,ALMECINO,2,20,SANTA AGUEDA,9,CAMPANILLAS 
3500,CL,ALMELLONES,1,5,EL CANDADO,2,ESTE
3500,CL,ALMELLONES,2,8,EL CANDADO,2,ESTE
3528,CMNO,ALMENDRALES DE LOS,1,13,PINARES DE OLLETAS,1,CENTRO
3528,CMNO,ALMENDRALES DE LOS,15,47,LOS ANTONIOS,1,CENTRO
3528,CMNO,ALMENDRALES DE LOS,49,113,SIERRA BLANQUILLA ,1,CENTRO
3528,CMNO,ALMENDRALES DE LOS,115,127,TASARA,2,ESTE
3528,CMNO,ALMENDRALES DE LOS,129,141,COLINAS DEL LIMONAR ,2,ESTE
3528,CMNO,ALMENDRALES DE LOS,2,2,OLLETAS ,1,CENTRO
3528,CMNO,ALMENDRALES DE LOS,4,8,SEMINARIO ,1,CENTRO
3528,CMNO,ALMENDRALES DE LOS,10,12,LOS PINOS ,2,ESTE
3528,CMNO,ALMENDRALES DE LOS,14,16,COLINAS DEL LIMONAR ,2,ESTE
3542,PJE ,ALMENDRALES DE LOS,1,19,SEMINARIO ,1,CENTRO
3542,PJE ,ALMENDRALES DE LOS,2,6,SEMINARIO ,1,CENTRO
3556,CL,ALMENDRILLO ,1,15,MANGAS VERDES ,3,CIUDAD JARDIN 
3556,CL,ALMENDRILLO ,2,32,MANGAS VERDES ,3,CIUDAD JARDIN 
3570,PJE ,ALMENDRILLO ,1,3,MANGAS VERDES ,3,CIUDAD JARDIN 
3570,PJE ,ALMENDRILLO ,2,6,MANGAS VERDES ,3,CIUDAD JARDIN 
3584,CL,ALMENDROS ,1,25,PINARES DE SAN ANT�N,2,ESTE
3584,CL,ALMENDROS ,2,40,PINARES DE SAN ANT�N,2,ESTE
3612,CL,ALMERIA ,1,87,EL PALO ,2,ESTE
3612,CL,ALMERIA ,89,111,LA PELUSA ,2,ESTE
3612,CL,ALMERIA ,113,187,EL CANDADO,2,ESTE
3612,CL,ALMERIA ,2,60,EL PALO ,2,ESTE
3612,CL,ALMERIA ,62,68,MIRAMAR DEL PALO,2,ESTE
3612,CL,ALMERIA ,70,72,PLAYA VIRGINIA,2,ESTE
3612,CL,ALMERIA ,74,78,EL CANDADO,2,ESTE
3633,CTRA,ALMERIA LA ARA�A,1,19,FABRICA CEMENTO ,2,ESTE
3633,CTRA,ALMERIA LA ARA�A,21,47,LA ARA�A,2,ESTE
3633,CTRA,ALMERIA LA ARA�A,49,55,FABRICA CEMENTO ,2,ESTE
3633,CTRA,ALMERIA LA ARA�A,57,83,LA ARA�A,2,ESTE
3633,CTRA,ALMERIA LA ARA�A,85,93,FABRICA CEMENTO ,2,ESTE
3633,CTRA,ALMERIA LA ARA�A,2,46,LA ARA�A,2,ESTE
3640,CL,ALMIRANTE ,1,9,HUELIN,7,CARRETERA DE CADIZ
3640,CL,ALMIRANTE ,2,28,HUELIN,7,CARRETERA DE CADIZ
3668,CL,ALMIRANTE ENRIQUEZ,1,19,LAS ACACIAS ,2,ESTE
3668,CL,ALMIRANTE ENRIQUEZ,2,20,LAS ACACIAS ,2,ESTE
3696,CL,ALMOGIA ,1,21,PORTADA ALTA,6,CRUZ DE HUMILLADERO 
3696,CL,ALMOGIA ,23,25,POL CTRA DE CARTAMA ,6,CRUZ DE HUMILLADERO 
3696,CL,ALMOGIA ,2,22,LA BARRIGUILLA,6,CRUZ DE HUMILLADERO 
3724,CL,ALMOJARIFAZGO ,1,15,CAMPANILLAS ,9,CAMPANILLAS 
3724,CL,ALMOJARIFAZGO ,2,14,CAMPANILLAS ,9,CAMPANILLAS 
3752,CL,ALMONA,1,11,EL MOLINILLO,1,CENTRO
3752,CL,ALMONA,2,14,EL MOLINILLO,1,CENTRO
3759,CL,ALMONTE ,1,15,LOS GUINDOS ,7,CARRETERA DE CADIZ
3759,CL,ALMONTE ,2,26,POL COM PACIFICO,7,CARRETERA DE CADIZ
3766,CL,ALMU�ECAR ,1,9,LA TOSCA,8,CHURRIANA 
3766,CL,ALMU�ECAR ,2,12,LA TOSCA,8,CHURRIANA 
3780,CL,ALONDRA ,1,21,LOS MORALES ,10,PUERTO DE LA TORRE
3780,CL,ALONDRA ,2,18,LOS MORALES ,10,PUERTO DE LA TORRE
3808,CL,ALONSO BENITEZ,1,17,LAGUNILLAS,1,CENTRO
3808,CL,ALONSO BENITEZ,2,14,LAGUNILLAS,1,CENTRO
3836,CL,ALONSO CANO ,1,15,LA TRINIDAD ,1,CENTRO
3836,CL,ALONSO CANO ,2,4,LA TRINIDAD ,1,CENTRO
3864,CL,ALONSO CARRILLO DE ALBORNOZ ,1,13,EL PALO ,2,ESTE
3864,CL,ALONSO CARRILLO DE ALBORNOZ ,2,14,EL PALO ,2,ESTE
3878,CL,ALONSO CRUZADO,1,7,VIRREINA,5,PALMA-PALMILLA
3878,CL,ALONSO CRUZADO,2,4,VIRREINA,5,PALMA-PALMILLA
3892,CL,ALONSO DE AGUILAR ,1,1,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
3892,CL,ALONSO DE AGUILAR ,2,74,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
3906,PJE ,ALONSO DE AGUILAR ,1,7,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
3906,PJE ,ALONSO DE AGUILAR ,2,6,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
3920,CL,ALONSO DE CARDENAS,1,25,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
3920,CL,ALONSO DE CARDENAS,2,42,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
3948,PJE ,ALONSO DE CARDENAS,1,9,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
3948,PJE ,ALONSO DE CARDENAS,2,16,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
